#---Properties and values from: http://dbpedia.org/resource/Leipzig
Property	Value
http://www.w3.org/2000/01/rdf-schema#comment	Leipzig (en alemán: Acerca de este sonido [ˈlaɪpʦɪç] (?·i)) o Lipsia, en español, es una ciudad alemana en el noroeste del estado de Sajonia. Con 560 472 habitantes a finales de diciembre 2015 es la ciudad más poblada de ese estado federado y tras Berlín. Con respecto a toda Alemania, es menos poblada que Berlín, Hamburgo y Múnich, por resaltar algunas.@es
http://dbpedia.org/property/mayPrecipitationMm	46.899999999999998579^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/julSun	229^^http://www.w3.org/2001/XMLSchema#integer
http://www.w3.org/2002/07/owl#sameAs	http://eu.dbpedia.org/resource/Leipzig
http://dbpedia.org/ontology/abstract	Leipzig Leipzig (Lipsk en sorabe ; parfois Leipsick en français, plus rarement Leipsie, dans un contexte historique) est une ville d'Allemagne, du nord-ouest du Land de Saxe. Avec plus de 560 000 habitants (les Lipsiens), elle est la ville la plus peuplée de la Saxe, devant Dresde, la capitale politique du Land.@fr
http://dbpedia.org/property/populationAsOf	2016^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/ontology/areaCode	L
http://dbpedia.org/property/caption	http://dbpedia.org/resource/Federal_Administrative_Court_of_Germany
http://dbpedia.org/property/mayRecordHighC	31.899999999999998579^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/ontology/wikiPageExternalLink	https://web.archive.org/web/20090926131555/http:/leipzig-zeitgeist.de/
http://dbpedia.org/property/sepPrecipitationMm	49.899999999999998579^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/ontology/Town
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://www.wikidata.org/entity/Q3957
http://dbpedia.org/ontology/wikiPageExternalLink	http://www.thisisleipzig.com/
http://www.w3.org/2002/07/owl#sameAs	http://pl.dbpedia.org/resource/Lipsk
http://dbpedia.org/property/febPrecipitationMm	26.300000000000000711^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/YagoGeoEntity
http://dbpedia.org/property/gemeindeschlüssel	14713000^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/property/novLowC	2^^http://www.w3.org/2001/XMLSchema#integer
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/class/yago/AdministrativeDistrict108491826
http://dbpedia.org/property/janLowC	-2.2000000000000001776^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/northeast	http://dbpedia.org/resource/Berlin
http://dbpedia.org/ontology/country	http://dbpedia.org/resource/Germany
http://dbpedia.org/property/octPrecipitationMm	31^^http://www.w3.org/2001/XMLSchema#integer
http://dbpedia.org/property/west	http://dbpedia.org/resource/Kassel
http://dbpedia.org/property/northwest	http://dbpedia.org/resource/Halle,_Saxony-Anhalt
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/ontology/PopulatedPlace
http://dbpedia.org/property/precipitationColour	green^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://www.georss.org/georss/point	51.333333333333336 12.383333333333333
http://dbpedia.org/property/novRecordLowC	-12.900000000000000355^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/imageCoa	Coat of arms of Leipzig.svg^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://dbpedia.org/property/singleLine	Yes^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://dbpedia.org/property/marSun	124.5^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/property/aprLowC	4.0999999999999996447^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/ontology/leaderName	http://dbpedia.org/resource/Burkhard_Jung
http://dbpedia.org/property/yearRecordLowC	-27.600000000000001421^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2002/07/owl#sameAs	http://es.dbpedia.org/resource/Leipzig
http://www.w3.org/1999/02/22-rdf-syntax-ns#type	http://dbpedia.org/ontology/Settlement
http://dbpedia.org/property/aprPrecipitationMm	39.600000000000001421^^http://www.w3.org/2001/XMLSchema#decimal
http://www.w3.org/2000/01/rdf-schema#comment	Ле́йпциг (нем. Leipzig, МФА (нем.): [ˈlaɪptsɪç] (инф.), лат. Lipsia, в.-луж. Lipsk) — город в Германии, расположенный на западе федеральной земли Саксония. По численности населения (около 570 000 человек) Лейпциг является крупнейшим городом Саксонии, и десятым — в Германии, а также наиболее быстро растущим большим немецким городом. Известный своим университетом и ярмарками, Лейпциг представляет собой экономический, культурный, научный и транспортный центр Средней Германии.@ru
http://dbpedia.org/property/caption	View over Augustusplatz with Gewandhaus, the 153 meters high City-Hochhaus Leipzig and the Augusteum of the University of Leipzig^^http://www.w3.org/1999/02/22-rdf-syntax-ns#langString
http://dbpedia.org/ontology/populationMetro	1001220^^http://www.w3.org/2001/XMLSchema#nonNegativeInteger
http://dbpedia.org/property/augRecordLowC	5.5^^http://www.w3.org/2001/XMLSchema#decimal
http://dbpedia.org/ontology/abstract	Leipzig (/ˈlaɪpsɪɡ/; German: [ˈlaɪptsɪç] ) is the largest city in the federal state of Saxony, Germany. With a population of 570,087 inhabitants (1,001,220 residents in the larger urban zone) it is Germany's tenth most populous city. Leipzig is located about 160 kilometers (99 miles) southwest of Berlin at the confluence of the White Elster, Pleisse, and Parthe rivers at the southern end of the North German Plain. Leipzig has been a trade city since at least the time of the Holy Roman Empire. The city sits at the intersection of the Via Regia and Via Imperii, two important Medieval trade routes. Leipzig was once one of the major European centers of learning and culture in fields such as music and publishing. Leipzig became a major urban center within the German Democratic Republic (East Germany) after World War II, but its cultural and economic importance declined despite East Germany being the richest economy in the Soviet Bloc. Leipzig later played a significant role in instigating the fall of communism in Eastern Europe, through events which took place in and around St. Nicholas Church. Since the reunification of Germany, Leipzig has undergone significant change with the restoration of some historical buildings, the demolition of others, and the development of a modern transport infrastructure. Leipzig today is an economic center and the most livable city in Germany, according to the GfK marketing research institution. Oper Leipzig is one of the most prominent opera houses in Germany, and Leipzig Zoological Garden is one of the most modern zoos in Europe and ranks first in Germany and second in Europe according to Anthony Sheridan. Leipzig is currently listed as Gamma World City and Germany's \"Boomtown\". Outside of Leipzig the Neuseenland district forms a huge lake area by approx 116 square miles (300 square kilometres).@en
http://dbpedia.org/property/stadium	http://dbpedia.org/resource/UEFA_Euro_1988_qualifying_Group_3
http://dbpedia.org/ontology/assembly	http://dbpedia.org/resource/BMW_2_Series_(F22)
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Holm_Pinder
http://dbpedia.org/property/borough	http://dbpedia.org/resource/Leipzig-Plagwitz_railway_station
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Friedrich_Gumpert
http://dbpedia.org/property/location	http://dbpedia.org/resource/1993–94_Dynamo_Dresden_season
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Elias_Ammerbach
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Yana_Milev
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Christian_August_Hausen
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Dieter_Dorn
http://dbpedia.org/property/rd1t7Loc	http://dbpedia.org/resource/2000_Davis_Cup_World_Group
http://dbpedia.org/property/venue	http://dbpedia.org/resource/2000_Davis_Cup_World_Group
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Marianne_Bruns
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Ralf_Kirsten
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Alexander_Leschke
http://dbpedia.org/property/deathPlace	http://dbpedia.org/resource/Alexander_Leschke
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Sven_Tippelt
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Harilaos_Perpessas
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Carl_Ludwig
http://dbpedia.org/ontology/education	http://dbpedia.org/resource/Jovan_Avakumović_(poet)
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Sebastian_Hauck
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Hugo_Sellheim
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Johann_Philipp_Christian_Schulz
http://dbpedia.org/property/stadium	http://dbpedia.org/resource/2010_FIFA_World_Cup_qualification_–_UEFA_Group_4
http://dbpedia.org/ontology/assembly	http://dbpedia.org/resource/BMW_2_Series_Active_Tourer
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Theodor_Weber_(physician)
http://dbpedia.org/property/location	http://dbpedia.org/resource/1974_FIFA_World_Cup_qualification_–_UEFA_Group_4
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Hans_Eckstein
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Hans_Eckstein
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Hermann_Guthe
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Ursula_Cain
http://dbpedia.org/property/borough	http://dbpedia.org/resource/Leipzig_Karlsruher_Straße_railway_station
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Carl_Ernst_Bock
http://dbpedia.org/property/borough	http://dbpedia.org/resource/Leipzig_Messe_station
http://dbpedia.org/property/location	http://dbpedia.org/resource/1962_FIFA_World_Cup_qualification_(UEFA_–_Group_4)
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Günther_Ramin
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Theodor_Arnold
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Felix_Otto_Dessoff
http://www.w3.org/2000/01/rdf-schema#seeAlso	http://dbpedia.org/resource/History_of_trams_in_Leipzig
http://dbpedia.org/property/borough	http://dbpedia.org/resource/Leipzig_Bayerischer_Bahnhof
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Karl_Uhle
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Subaru_Kimura
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Martin_Benno_Schmidt
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Daniel_Kraus_(footballer)
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Oskar_Korschelt
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Richard_Seuss
http://dbpedia.org/property/birthPlace	http://dbpedia.org/resource/Richard_Seuss
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Hans_Bernhardt
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Louise_Otto-Peters
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Georg_Franz_Ebenhech
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Richard_H._Riedel
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Silke_Hörner
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Christian_Führer
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Christian_Führer
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Werner_Tübke
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Christine_Wodetzky
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Bill_Kuehne
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Max_Lange
http://dbpedia.org/property/location	http://dbpedia.org/resource/1978_FIFA_World_Cup_qualification_–_UEFA_Group_3
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Olga_Costa
http://dbpedia.org/ontology/wikiPageRedirects	http://dbpedia.org/resource/Kleinzschocher
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Mandy_Haase
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Augustin_Friedrich_Walther
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Maximilian_Watzka
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Johann_Gottlob_Immanuel_Breitkopf
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Johann_Gottlob_Immanuel_Breitkopf
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Conrad_Khunrath
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Ludwig_Wilhelm_Gilbert
http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Ludwig_Wilhelm_Gilbert
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Hermann_Necke
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Erich_Everth
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Hans_Heinrich_Georg_Queckenstedt
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Adam_Falckenhagen
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Roderich_Benedix
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Roderich_Benedix
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Johann_Abraham_Ihle
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Johann_Abraham_Ihle
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Reinhard_Oppel
http://dbpedia.org/property/location	http://dbpedia.org/resource/1981–82_Swansea_City_A.F.C._season
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Georg_Heinrici
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Barbara_Thalheim
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Erich_Loest
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Christina_Heinich
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Rudolf_Leuckart
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Adam_Friedrich_Oeser
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Peter_Hohmann,_Edler_of_Hohenthal
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Barbara_Scherler
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Wilhelm_His,_Sr.
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Helmuth_Markov
http://dbpedia.org/ontology/populationPlace	http://dbpedia.org/resource/Arabs_in_Germany
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Sebastian_Gemkow
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Erich_Hagen
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Erich_Hagen
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Ernst_Petzold
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Julius_Bauschinger
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Karl_Traugott_Queisser
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Walter_Cramer
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Paul_Lester_Wiener
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Arthur_Kollmann
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Heinrich_Zöllner
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Siegfried_August_Mahlmann
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Siegfried_August_Mahlmann
http://dbpedia.org/property/borough	http://dbpedia.org/resource/Leipzig_Grünauer_Allee_railway_station
http://dbpedia.org/ontology/recordedIn	http://dbpedia.org/resource/Frankie_Pett_Presents..._The_Happy_Submarines
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Wilhelm_Traugott_Krug
http://dbpedia.org/property/stadium	http://dbpedia.org/resource/1988–89_UEFA_Cup
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Sabine_Schulze
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Jacob_Leupold
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Erich_Gerberding
http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Abel_Seyler
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Christian_Friedrich_Boetius
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Ferdinand_Max_Bredt
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Ewald_Hering
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Gottfried_Heinrich_Graf_zu_Pappenheim
http://dbpedia.org/property/deathPlace	http://dbpedia.org/resource/Gottfried_Heinrich_Graf_zu_Pappenheim
http://dbpedia.org/property/stadium	http://dbpedia.org/resource/1982_FIFA_World_Cup_qualification_–_UEFA_Group_7
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Lothar_Warneke
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Georg_Aenotheus_Koch
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Tim_Sebastian_(footballer)
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Wilhelm_Ostwald
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Hieronymus_Dungersheim
http://dbpedia.org/property/venue	http://dbpedia.org/resource/1933_UCI_Track_Cycling_World_Championships
http://dbpedia.org/property/location	http://dbpedia.org/resource/Leipzig_Gewandhaus_Orchestra
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Heidi_Pechstein
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Georg_Heinrich_Mettenius
http://dbpedia.org/property/nowAt	http://dbpedia.org/resource/Codex_Tischendorfianus_I
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Abraham_Gotthelf_Kästner
http://dbpedia.org/property/locale	http://dbpedia.org/resource/Trams_in_Leipzig
http://dbpedia.org/property/south	http://dbpedia.org/resource/Delitzsch
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Julius_Motteler
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Martina_Hellmann
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Woldemar_Voigt
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Wilhelm_Brenneke
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Petra_Priemer
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Carl_Neumann
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Martina_Jentsch
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Johann_Karl_Friedrich_Zöllner
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Martina_Bunge
http://dbpedia.org/property/stadium	http://dbpedia.org/resource/Ukraine_at_the_FIFA_World_Cup
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Alphons_Stübel
http://dbpedia.org/ontology/wikiPageRedirects	http://dbpedia.org/resource/DELEJ
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Klaus_Mosbach
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Johannes_Hertel
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Christian_Daniel_Beck
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Christian_Daniel_Beck
http://dbpedia.org/ontology/wikiPageRedirects	http://dbpedia.org/resource/Leiptzig
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Friedrich_Karl_Julius_Schütz
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Alexander_Ales
http://dbpedia.org/property/stadium	http://dbpedia.org/resource/2010–11_EHF_Women's_Champions_League
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Johann_Heinrich_Linck
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Johann_Heinrich_Linck
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Georg_Matthias_Bose
http://dbpedia.org/property/northeast	http://dbpedia.org/resource/Erfurt
http://dbpedia.org/ontology/residence	http://dbpedia.org/resource/Tania_Singer
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Justus_Radius
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Justus_Radius
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Hermann_Haken
http://dbpedia.org/ontology/wikiPageRedirects	http://dbpedia.org/resource/Großzschocher
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Karl_Duncker
http://dbpedia.org/property/location	http://dbpedia.org/resource/Romania_national_football_team_results_(1940–59)
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Regina_Höfer
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Moritz_Brasch
http://dbpedia.org/property/location	http://dbpedia.org/resource/1995–96_VfL_Bochum_season
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Heinrich_Khunrath
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Wilhelm_Hofmeister
http://dbpedia.org/property/premiereLocation	http://dbpedia.org/resource/Violin_Concerto_(Mendelssohn)
http://dbpedia.org/ontology/city	http://dbpedia.org/resource/Blue_Lions_Leipzig
http://dbpedia.org/property/location	http://dbpedia.org/resource/2005–06_in_Argentine_football
http://dbpedia.org/property/location	http://dbpedia.org/resource/1966_Djurgårdens_IF_season
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Christian_August_Crusius
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Rudolf_Karsch
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Johannes_Neumann
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Oswald_Lohse
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Polykarp_Leyser_II
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/H._Johannes_Wallmann
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Catherine_Bader-Bille
http://dbpedia.org/property/stadium	http://dbpedia.org/resource/1990_FIFA_World_Cup_qualification_–_UEFA_Group_3
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Johann_Gottlieb_Görner
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Tobias_Künzel
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Konrad_Naumann
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Steffi_Kraker
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Ernst_Platner
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Ernst_Platner
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Panait_Cerna
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Vera_Oelschlegel
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Claudia_Wilke
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Hermann_Heinrich_Ploss
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Hermann_Heinrich_Ploss
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Emil_Jellinek
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Hans_Sitt
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Johann_Gottlieb_Gleditsch
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Camillo_Ugi
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Henryk_Grossman
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Marco_Rose
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Till_Lindemann
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Kristin_Otto
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Johann_Andreas_Dieze
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Otto_Richard_Bossert
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Heinrich_Gottlieb_Tzschirner
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Julius_Hermann_Moritz_Busch
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Ludwig_von_Brenner
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Christa_Schmidt
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Erich_Bethe
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Hans_Freyer
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Rudolf_Leuckart_(chemist)
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Johann_Ehrenfried_Pohl
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Kuno_Meyer
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Jakob_Mauvillon
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Karl_Rudolf_Heydel
http://dbpedia.org/property/location	http://dbpedia.org/resource/1996–97_DFB-Pokal
http://dbpedia.org/ontology/wikiPageRedirects	http://dbpedia.org/resource/Leipzig,_Germany
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Carsten_Eich
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Wolfgang_Kaiser_(KgU)
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Karl_Heinrich_Adelbert_Lipsius
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Anna_Magdalena_Bach
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Georg_Voigt
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Johannes_Bohn
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Johannes_Bohn
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Johann_Christoph_Denner
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Arnold_Gehlen
http://dbpedia.org/ontology/location	http://dbpedia.org/resource/Zentralstadion_(1956)
http://dbpedia.org/property/operator	http://dbpedia.org/resource/Zentralstadion_(1956)
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Karl_Heine
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Karl_Heine
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Rolf_Emmrich
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Lillian_Vernon_(businesswoman)
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Andrea_Eife
http://dbpedia.org/property/location	http://dbpedia.org/resource/1989–90_Dynamo_Dresden_season
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Frank_Engel_(football_manager)
http://dbpedia.org/property/venue	http://dbpedia.org/resource/1934_UCI_Road_World_Championships
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Otto_Greiner
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Gustav_Kunze
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Gustav_Kunze
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Carl_Siegmund_Franz_Credé
http://dbpedia.org/ontology/deathPlace	http://dbpedia.org/resource/Werner_Neumann
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Heinrich_Finkelstein
http://dbpedia.org/ontology/birthPlace	http://dbpedia.org/resource/Gottfried_Wilhelm_Leibniz
