"EntityType"	"totalSameAs"
"http://dbpedia.org/class/yago/WikicatU.C.SampdoriaPlayers"	4173
"http://dbpedia.org/class/yago/WikicatPeopleFromNorthRhine-Westphalia"	4171
"http://dbpedia.org/class/yago/SmallLetter106824757"	4170
"http://dbpedia.org/class/yago/WikicatGreekNewTestamentMinuscules"	4170
"http://dbpedia.org/class/yago/WikicatBirdsOfSoutheastAsia"	4170
"http://dbpedia.org/class/yago/WikicatTreesOfAustralia"	4169
"http://dbpedia.org/class/yago/Canine102083346"	4169
"http://dbpedia.org/class/yago/Workman110791221"	4167
"http://dbpedia.org/class/yago/WikicatRoyalArtilleryOfficers"	4167
"http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTibet"	4166
"http://dbpedia.org/class/yago/Fact106636259"	4166
"http://dbpedia.org/class/yago/WikicatSocialDemocraticParties"	4166
"http://dbpedia.org/class/yago/WikicatAlumniOfKing'sCollege,Cambridge"	4166
"http://dbpedia.org/class/yago/Index106639674"	4166
"http://dbpedia.org/class/yago/WikicatMajorLeagueBaseballAnnouncers"	4164
"http://dbpedia.org/class/yago/WikicatOlympicMedalistsInJudo"	4163
"http://dbpedia.org/class/yago/WikicatPeopleFromMichigan"	4162
"http://dbpedia.org/class/yago/WikicatElectronicsCompanies"	4156
"http://dbpedia.org/class/yago/WikicatSpaTownsInGermany"	4156
"http://dbpedia.org/class/yago/Wikicat1969Films"	4155
"http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1912"	4154
"http://dbpedia.org/class/yago/WikicatMaleShortStoryWriters"	4152
"http://dbpedia.org/class/yago/Wikicat1974Films"	4151
"http://dbpedia.org/class/yago/Wikicat20th-centuryBritishNovelists"	4149
"http://dbpedia.org/class/yago/Wikicat18th-centuryFrenchWriters"	4148
"http://dbpedia.org/class/yago/WikicatFirst-runSyndicatedTelevisionProgramsInTheUnitedStates"	4147
"http://dbpedia.org/class/yago/WikicatWomenPainters"	4146
"http://dbpedia.org/class/yago/WikicatS.S.C.NapoliPlayers"	4146
"http://dbpedia.org/class/yago/Suffragist110672908"	4145
"http://dbpedia.org/class/yago/WikicatThrashMetalAlbums"	4143
"http://dbpedia.org/class/yago/WikicatAmericanCrimeThrillerFilms"	4142
"http://dbpedia.org/class/yago/WikicatSouthernFootballLeaguePlayers"	4141
"http://dbpedia.org/class/yago/WikicatBirdsOfBangladesh"	4141
"http://dbpedia.org/class/yago/WikicatLincolnCityF.C.Players"	4140
"http://dbpedia.org/class/yago/WikicatPeopleFromHavana"	4139
"http://dbpedia.org/class/yago/Watercolorist110770545"	4138
"http://dbpedia.org/class/yago/WikicatFootballClubsInBrazil"	4137
"http://dbpedia.org/class/yago/WikicatSchoolDistrictsInTexas"	4137
"http://dbpedia.org/class/yago/WikicatBlack-and-whiteTelevisionPrograms"	4135
"http://dbpedia.org/class/yago/WikicatIndianapolisColtsPlayers"	4135
"http://dbpedia.org/class/yago/WikicatUniversityTownsInTheUnitedStates"	4135
"http://dbpedia.org/class/yago/WikicatItalianComedyFilms"	4133
"http://dbpedia.org/class/yago/WikicatOlympicBronzeMedalistsForTheSovietUnion"	4132
"http://dbpedia.org/class/yago/WikicatOlympicGoldMedalistsForGreatBritain"	4132
"http://dbpedia.org/class/yago/WikicatCoversAlbums"	4130
"http://dbpedia.org/class/yago/WikicatS.S.LazioPlayers"	4129
"http://dbpedia.org/class/yago/WikicatSilentFilmDirectors"	4129
"http://dbpedia.org/class/yago/WikicatHistoricalNovels"	4127
"http://dbpedia.org/class/yago/WikicatExpatriateFootballersInColombia"	4127
"http://dbpedia.org/class/yago/Wikicat19th-centuryClassicalComposers"	4125
"http://dbpedia.org/class/yago/Even-toedUngulate102394477"	4124
"http://dbpedia.org/ontology/Theatre"	4124
"http://dbpedia.org/class/yago/Burg108671168"	4122
"http://umbel.org/umbel/rc/Game"	4122
"http://dbpedia.org/class/yago/WikicatNigerianPeople"	4121
"http://dbpedia.org/class/yago/WikicatPeopleFromWrocław"	4121
"http://dbpedia.org/class/yago/WikicatPeopleFromHanover"	4120
"http://dbpedia.org/class/yago/Ornithischian101700470"	4119
"http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1909"	4119
"http://dbpedia.org/class/yago/Set107996689"	4118
"http://dbpedia.org/class/yago/WikicatVillagesInLincolnshire"	4117
"http://dbpedia.org/class/yago/WikicatComputerCompaniesOfTheUnitedStates"	4117
"http://dbpedia.org/class/yago/WikicatAmericanBotanists"	4117
"http://dbpedia.org/class/yago/Space100028651"	4117
"http://dbpedia.org/class/yago/Horticulturist110186350"	4117
"http://dbpedia.org/class/yago/WikicatMammalGenera"	4116
"http://dbpedia.org/class/yago/WikicatCommunesOfCorrèze"	4115
"http://dbpedia.org/class/yago/WikicatHersheyBearsPlayers"	4115
"http://dbpedia.org/class/yago/WikicatAmericanTheatreDirectors"	4114
"http://dbpedia.org/class/yago/WikicatDenmarkInternationalFootballers"	4114
"http://dbpedia.org/class/yago/Wikicat1978Films"	4114
"http://dbpedia.org/class/yago/Vaulter110746931"	4111
"http://dbpedia.org/class/yago/WikicatExpatriateSoccerPlayersInCanada"	4110
"http://dbpedia.org/class/yago/WikicatBelgiumInternationalFootballers"	4109
"http://dbpedia.org/class/yago/WikicatFrenchArchitects"	4108
"http://dbpedia.org/class/yago/WikicatAnimatedCharacters"	4106
"http://dbpedia.org/class/yago/WikicatComputerHardwareCompanies"	4104
"http://dbpedia.org/class/yago/WikicatJewishAtheists"	4102
"http://dbpedia.org/class/yago/Configuration105731779"	4101
"http://dbpedia.org/class/yago/WikicatParisSaint-GermainF.C.Players"	4101
"http://dbpedia.org/class/yago/WikicatCitiesInAlaska"	4098
"http://dbpedia.org/class/yago/Array107939382"	4097
"http://dbpedia.org/class/yago/WikicatMillwallF.C.Players"	4097
"http://dbpedia.org/class/yago/WikicatMunicipalitiesInTheProvinceOfZaragoza"	4097
"http://dbpedia.org/class/yago/WikicatFCBayernMunichPlayers"	4096
"http://dbpedia.org/class/yago/WikicatFeyenoordPlayers"	4096
"http://dbpedia.org/class/yago/WikicatHeroesOfSocialistLabour"	4095
"http://dbpedia.org/class/yago/WikicatBritishPhilosophers"	4095
"http://dbpedia.org/class/yago/WikicatHighJumpers"	4095
"http://dbpedia.org/class/yago/Secretion105404728"	4095
"http://dbpedia.org/class/yago/Wikicat15th-centuryItalianPeople"	4094
"http://dbpedia.org/class/yago/WikicatCitiesAndTownsInFriuli-VeneziaGiulia"	4092
"http://dbpedia.org/class/yago/WikicatBassGuitarists"	4091
"http://dbpedia.org/class/yago/WikicatSuperNintendoEntertainmentSystemGames"	4087
"http://dbpedia.org/class/yago/WikicatPeopleFromBuenosAiresProvince"	4087
"http://dbpedia.org/class/yago/WikicatJazzDrummers"	4086
"http://dbpedia.org/class/yago/WikicatIsraeliFootballers"	4086
"http://dbpedia.org/class/yago/WikicatAlumniOfNewCollege,Oxford"	4086
"http://dbpedia.org/class/yago/WikicatLGBTEntertainersFromTheUnitedStates"	4085
"http://dbpedia.org/class/yago/Wikicat1972Albums"	4082
"http://dbpedia.org/class/yago/WikicatBritishRecordProducers"	4082
"http://dbpedia.org/class/yago/Wikicat1991Singles"	4081
"http://dbpedia.org/class/yago/Grave103455033"	4081
"http://dbpedia.org/class/yago/Wikicat1967Films"	4080
"http://dbpedia.org/class/yago/Model105890249"	4079
"http://dbpedia.org/class/yago/WikicatCanadianScreenwriters"	4077
"http://dbpedia.org/class/yago/Wikicat1978FIFAWorldCupPlayers"	4076
"http://dbpedia.org/class/yago/WikicatDutchFilms"	4075
"http://dbpedia.org/class/yago/Wikicat1974Albums"	4074
"http://dbpedia.org/class/yago/WikicatAmericanChildSingers"	4073
"http://dbpedia.org/class/yago/WikicatBritishThrillerFilms"	4072
"http://dbpedia.org/class/yago/WikicatGovernmentMinistersOfFrance"	4071
"http://dbpedia.org/class/yago/WikicatMusiciansFromLondon"	4071
"http://dbpedia.org/class/yago/WikicatTownsInSuffolk"	4070
"http://dbpedia.org/class/yago/WikicatCameroonianFootballers"	4069
"http://dbpedia.org/class/yago/College108278169"	4069
"http://dbpedia.org/class/yago/WikicatAstronomicalObjectsDiscoveredIn1941"	4066
"http://dbpedia.org/class/yago/Plunderer110443170"	4064
"http://dbpedia.org/class/yago/WikicatOlympicSilverMedalistsForTheSovietUnion"	4063
"http://dbpedia.org/class/yago/WikicatHeroesOfTheSovietUnion"	4063
"http://dbpedia.org/class/yago/WikicatMunicipalitiesInTheProvinceOfGuadalajara"	4063
"http://dbpedia.org/class/yago/Wordbook106418693"	4059
"http://dbpedia.org/class/yago/WikicatAustralianPeopleOfEnglishDescent"	4057
"http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheProvinceOfGuadalajara"	4055
"http://dbpedia.org/class/yago/CharacterSet106488880"	4053
"http://dbpedia.org/class/yago/Wikicat18th-centuryEnglishPeople"	4053
"http://dbpedia.org/class/yago/HighCommissioner110174445"	4053
"http://dbpedia.org/class/yago/WikicatAmericanBillionaires"	4053
"http://dbpedia.org/class/yago/WikicatPeopleOfTheCrusades"	4053
"http://dbpedia.org/class/yago/WikicatCitiesInMississippi"	4053
"http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheProvinceOfZaragoza"	4053
"http://dbpedia.org/class/yago/WikicatTownshipsInKansas"	4052
"http://dbpedia.org/class/yago/WikicatIslandCountries"	4049
"http://dbpedia.org/class/yago/WikicatTreatiesOfFrance"	4048
"http://dbpedia.org/class/yago/ReligiousMusic107033007"	4046
"http://dbpedia.org/class/yago/ReligiousSong107035420"	4046
"http://dbpedia.org/class/yago/ConnectiveTissue105286536"	4045
"http://dbpedia.org/class/yago/Camp102944826"	4045
"http://dbpedia.org/class/yago/MilitaryQuarters103763727"	4045
"http://dbpedia.org/class/yago/WikicatFantasyVideoGames"	4043
"http://dbpedia.org/class/yago/WikicatBrazilianPeopleOfItalianDescent"	4043
"http://dbpedia.org/class/yago/WikicatGrêmioFoot-BallPortoAlegrensePlayers"	4041
"http://dbpedia.org/class/yago/Supplier110677271"	4040
"http://dbpedia.org/class/yago/WikicatOlympicMedalistsInEquestrian"	4040
"http://dbpedia.org/class/yago/Battalion108214083"	4039
"http://dbpedia.org/class/yago/WikicatOlympicBronzeMedalistsForGreatBritain"	4039
"http://dbpedia.org/class/yago/WikicatPeopleFromVirginia"	4039
"http://dbpedia.org/class/yago/WikicatAcademicsOfTheUniversityOfEdinburgh"	4037
"http://dbpedia.org/class/yago/Wikicat1974FIFAWorldCupPlayers"	4037
"http://dbpedia.org/class/yago/WikicatUdineseCalcioPlayers"	4037
"http://dbpedia.org/class/yago/WikicatMinnesotaTwinsPlayers"	4037
"http://dbpedia.org/class/yago/Wikicat20th-centuryItalianPainters"	4036
"http://dbpedia.org/class/yago/WikicatAmericanSoulSingers"	4036
"http://dbpedia.org/class/yago/WikicatFISNordicWorldSkiChampionshipsMedalistsInCross-countrySkiing"	4035
"http://dbpedia.org/class/yago/WikicatWesleyanUniversityAlumni"	4033
"http://dbpedia.org/class/yago/WikicatPopulatedPlacesInLouisiana"	4032
"http://dbpedia.org/class/yago/WikicatConservativeParties"	4031
"http://dbpedia.org/class/yago/WikicatAmericanFantasyNovels"	4031
"http://dbpedia.org/class/yago/WikicatTheoreticalPhysicists"	4031
"http://dbpedia.org/class/yago/WikicatSpanishPoliticians"	4031
"http://dbpedia.org/class/yago/Wikicat1977Films"	4031
"http://dbpedia.org/class/yago/WikicatMothsOfMadagascar"	4031
"http://dbpedia.org/class/yago/WikicatEndemicMothsOfHawaii"	4029
"http://dbpedia.org/class/yago/WikicatPlayersOfAmericanFootballFromFlorida"	4027
"http://dbpedia.org/class/yago/WikicatHeavyMetalGuitarists"	4027
"http://dbpedia.org/class/yago/WikicatKetones"	4027
"http://dbpedia.org/class/yago/WikicatRedStarBelgradeFootballers"	4026
"http://dbpedia.org/class/yago/WikicatRenaissancePainters"	4025
"http://dbpedia.org/class/yago/WikicatBritishStageActors"	4023
"http://dbpedia.org/class/yago/WikicatItalianFilmActresses"	4023
"http://dbpedia.org/class/yago/ReproductiveStructure111675842"	4023
"http://dbpedia.org/class/yago/WikicatGardenPlants"	4022
"http://dbpedia.org/class/yago/WikicatCommunesOfLot-et-Garonne"	4022
"http://dbpedia.org/class/yago/WikicatBiochemists"	4021
"http://dbpedia.org/class/yago/ExplosiveDevice103305522"	4019
"http://dbpedia.org/class/yago/WikicatPeopleFromGeneva"	4016
"http://dbpedia.org/class/yago/Wikicat1952Films"	4015
"http://dbpedia.org/class/yago/WikicatMilwaukeeBrewersPlayers"	4015
"http://dbpedia.org/class/yago/WikicatChileInternationalFootballers"	4013
"http://dbpedia.org/class/yago/WikicatAsteroidsNamedFromMythology"	4013
"http://dbpedia.org/class/yago/Wikicat1964Films"	4012
"http://dbpedia.org/class/yago/Wikicat16th-centuryDutchPeople"	4011
"http://dbpedia.org/class/yago/WikicatNashvilleSoundsPlayers"	4011
"http://dbpedia.org/ontology/Canal"	4009
"http://dbpedia.org/class/yago/WikicatItalianRomanCatholicSaints"	4008
"http://dbpedia.org/class/yago/WikicatPunkRockGroups"	4008
"http://dbpedia.org/class/yago/WikicatPopulatedPlacesInBorsod-Abaúj-ZemplénCounty"	4007
"http://dbpedia.org/class/yago/WikicatRiversOfTheSomeșSubbasin"	4006
"http://dbpedia.org/class/yago/WikicatMunicipalitiesOfPortugal"	4005
"http://dbpedia.org/class/yago/WikicatPittsburghPenguinsPlayers"	4004
"http://dbpedia.org/class/yago/InsuranceCompany108070465"	4003
"http://dbpedia.org/class/yago/WikicatChristianDemocraticUnion(Germany)Politicians"	4003
"http://dbpedia.org/class/yago/WikicatAstronomicalObjectsDiscoveredIn1940"	4000
"http://dbpedia.org/class/yago/WikicatBirdsOfTheAmazonBasin"	4000
"http://dbpedia.org/class/yago/WikicatMunicipalitiesOfTrentino"	3999
"http://dbpedia.org/class/yago/Wikicat2014Albums"	3998
"http://dbpedia.org/class/yago/Magician110280674"	3998
"http://dbpedia.org/class/yago/WikicatAmericanSongwriters"	3997
"http://dbpedia.org/class/yago/WikicatAmericanHumorists"	3996
"http://dbpedia.org/class/yago/WikicatRomancePhilologists"	3993
"http://dbpedia.org/class/yago/WikicatVesperBats"	3991
"http://dbpedia.org/class/yago/WikicatAmericanFolkSingers"	3991
"http://dbpedia.org/class/yago/WikicatDfTCategoryF2Stations"	3990
"http://dbpedia.org/class/yago/Fruit113134947"	3988
"http://dbpedia.org/class/yago/Sultan110674315"	3988
"http://dbpedia.org/class/yago/WikicatCitiesInTennessee"	3986
"http://dbpedia.org/class/yago/WikicatPeopleFromNashville,Tennessee"	3984
"http://dbpedia.org/class/yago/WikicatFantasyNovels"	3983
"http://dbpedia.org/class/yago/WikicatUSLFirstDivisionPlayers"	3983
"http://dbpedia.org/class/yago/WikicatVillagesInSuffolk"	3983
"http://dbpedia.org/class/yago/WikicatPeopleWhoEmigratedToEscapeNazism"	3982
"http://dbpedia.org/class/yago/MilitaryRank114431471"	3982
"http://dbpedia.org/class/yago/WikicatCitiesAndTownsInTrentino-AltoAdige/Südtirol"	3980
"http://dbpedia.org/class/yago/WikicatJewishAmericanActresses"	3978
"http://dbpedia.org/class/yago/Wikicat2000sScienceFictionFilms"	3978
"http://dbpedia.org/class/yago/WikicatHampshireCricketers"	3978
"http://dbpedia.org/class/yago/WikicatGillinghamF.C.Players"	3977
"http://dbpedia.org/class/yago/WikicatAmericanRomanceFilms"	3974
"http://dbpedia.org/class/yago/WikicatScottishProfessionalFootballLeaguePlayers"	3973
"http://dbpedia.org/class/yago/Tableland109453008"	3972
"http://dbpedia.org/class/yago/WikicatBattlesInvolvingTheUnitedStates"	3970
"http://dbpedia.org/class/yago/WikicatCompaniesBasedInLondon"	3970
"http://dbpedia.org/class/yago/Wikicat19th-centuryAustrianPeople"	3970
"http://dbpedia.org/class/yago/Deputation108402442"	3970
"http://dbpedia.org/class/yago/WikicatB-typeAsteroids"	3968
"http://dbpedia.org/class/yago/WikicatPeopleFromTbilisi"	3968
"http://dbpedia.org/class/yago/WikicatLiberalParties"	3967
"http://dbpedia.org/class/yago/WikicatBritishPhysicists"	3966
"http://dbpedia.org/class/yago/Wikicat1975Films"	3965
"http://dbpedia.org/class/yago/WikicatCitiesAndTownsInPomeranianVoivodeship"	3965
"http://dbpedia.org/class/yago/WikicatMusicalGroupsFromLosAngeles,California"	3964
"http://dbpedia.org/class/yago/WikicatSwedishMunicipalSeats"	3964
"http://dbpedia.org/class/yago/WikicatVillagesInWisconsin"	3961
"http://dbpedia.org/class/yago/WikicatSportClubInternacionalPlayers"	3960
"http://dbpedia.org/class/yago/WikicatCarboxylicAcids"	3960
"http://dbpedia.org/class/yago/WikicatTranscriptionFactors"	3958
"http://dbpedia.org/class/yago/WikicatLGBTMusiciansFromTheUnitedStates"	3956
"http://dbpedia.org/class/yago/WikicatMedalistsAtThe2002WinterOlympics"	3956
"http://dbpedia.org/class/yago/WikicatMarvelComicsCharacters"	3954
"http://dbpedia.org/class/yago/WikicatAmericanMagazineEditors"	3953
"http://dbpedia.org/class/yago/WikicatPeopleFromCologne"	3953
"http://dbpedia.org/class/yago/Wikicat1962FIFAWorldCupPlayers"	3952
"http://dbpedia.org/class/yago/WikicatMexicanFilmActors"	3950
"http://dbpedia.org/class/yago/WikicatWritersFromLosAngeles,California"	3950
"http://dbpedia.org/class/yago/Potter110460806"	3949
"http://dbpedia.org/class/yago/WikicatPeopleFromSanDiego,California"	3949
"http://dbpedia.org/class/yago/WikicatSpanishFilmActors"	3948
"http://dbpedia.org/class/yago/PoliticalCampaign107472929"	3948
"http://dbpedia.org/class/yago/WikicatPunkRockAlbums"	3947
"http://dbpedia.org/class/yago/WikicatCzechFilms"	3947
"http://dbpedia.org/class/yago/WikicatButterfliesOfIndia"	3946
"http://dbpedia.org/class/yago/Wikicat1992Singles"	3946
"http://dbpedia.org/class/yago/Achiever109762821"	3946
"http://dbpedia.org/class/yago/WikicatJapaneseWriters"	3945
"http://dbpedia.org/class/yago/WikicatPopulatedPlacesInTheProvinceOfBarcelona"	3945
"http://dbpedia.org/class/yago/WikicatAmericanKeyboardists"	3943
"http://dbpedia.org/class/yago/WikicatBattlesInvolvingSpain"	3943
"http://dbpedia.org/class/yago/Receptor105608868"	3942
"http://dbpedia.org/class/yago/WikicatBristolCityF.C.Players"	3942
"http://dbpedia.org/class/yago/WikicatGreyCupChampions"	3941
"http://dbpedia.org/class/yago/WikicatAmericanSwimmers"	3939
"http://dbpedia.org/class/yago/WikicatCommunesOfNièvre"	3939
"http://dbpedia.org/class/yago/WikicatFrenchDiplomats"	3938
"http://dbpedia.org/class/yago/WikicatAustralianActors"	3938
"http://dbpedia.org/class/yago/WikicatOldTestamentPeople"	3937
"http://dbpedia.org/class/yago/Conduit103089014"	3937
"http://dbpedia.org/class/yago/WikicatPeopleFromBristol"	3936
"http://dbpedia.org/class/yago/WikicatMilitaryUnitsAndFormationsOfTheUnitedStatesInWorldWarII"	3936
"http://dbpedia.org/class/yago/WikicatExtinctLanguages"	3933
"http://dbpedia.org/class/yago/WikicatCanadianActresses"	3933
"http://dbpedia.org/class/yago/WikicatAncientGreekPhilosophers"	3932
"http://dbpedia.org/class/yago/WikicatVillagesInNewYork"	3931
"http://dbpedia.org/class/yago/WikicatCitiesInVirginia"	3931
"http://dbpedia.org/class/yago/WikicatDisneyPeople"	3931
"http://dbpedia.org/class/yago/Skeptic110604634"	3930
"http://dbpedia.org/class/yago/Wikicat1966FIFAWorldCupPlayers"	3930
"http://dbpedia.org/class/yago/WikicatSpanish-languageAlbums"	3930
"http://dbpedia.org/class/yago/Law106532330"	3928
"http://dbpedia.org/class/yago/WikicatYaleLawSchoolAlumni"	3928
"http://dbpedia.org/class/yago/WikicatEnglandInternationalRugbyUnionPlayers"	3928
"http://dbpedia.org/class/yago/WikicatSuperNESGames"	3926
"http://dbpedia.org/class/yago/WikicatAmericanPlayersOfCanadianFootball"	3926
"http://dbpedia.org/class/yago/HorizontalSurface103536348"	3925
"http://dbpedia.org/class/yago/WikicatEnglishIllustrators"	3925
"http://dbpedia.org/class/yago/WikicatAlindaAsteroids"	3924
"http://dbpedia.org/class/yago/WikicatBroadwayMusicals"	3922
"http://dbpedia.org/class/yago/WikicatCitiesInMassachusetts"	3922
"http://dbpedia.org/class/yago/WikicatBarnsleyF.C.Players"	3922
"http://dbpedia.org/class/yago/WikicatFootballClubsInItaly"	3920
"http://dbpedia.org/class/yago/WikicatFootballersAtThe2000SummerOlympics"	3920
"http://dbpedia.org/class/yago/WikicatCyclistsAtThe2004SummerOlympics"	3919
"http://dbpedia.org/class/yago/WikicatK-typeStars"	3918
"http://dbpedia.org/class/yago/WikicatSocialistParty(France)Politicians"	3918
"http://dbpedia.org/class/yago/WikicatPeopleFromKiev"	3916
"http://dbpedia.org/class/yago/WikicatConvertsToIslam"	3914
"http://dbpedia.org/class/yago/WikicatCompaniesEstablishedIn2000"	3912
"http://dbpedia.org/class/yago/WikicatBritishPoets"	3912
"http://dbpedia.org/class/yago/WikicatItalianFilmActors"	3911
"http://dbpedia.org/class/yago/WikicatNottsCountyF.C.Players"	3911
"http://dbpedia.org/class/yago/WikicatSwedishWriters"	3910
"http://dbpedia.org/class/yago/WikicatPSVEindhovenPlayers"	3910
"http://dbpedia.org/class/yago/WikicatRutgersUniversityAlumni"	3908
"http://dbpedia.org/class/yago/WikicatColumbusClippersPlayers"	3907
"http://dbpedia.org/class/yago/WikicatFlowers"	3907
"http://dbpedia.org/class/yago/WikicatAustrianWriters"	3907
"http://dbpedia.org/class/yago/WikicatCanadianFemaleSingers"	3906
"http://dbpedia.org/class/yago/WikicatJapaneseFilmDirectors"	3906
"http://dbpedia.org/class/yago/WikicatFrenchWomenWriters"	3904
"http://dbpedia.org/class/yago/Wife110780632"	3903
"http://dbpedia.org/class/yago/WikicatOlympicGoldMedalistsForItaly"	3903
"http://dbpedia.org/class/yago/WikicatMusiciansFromChicago,Illinois"	3900
"http://dbpedia.org/class/yago/WikicatAnimalsDescribedIn1914"	3900
"http://dbpedia.org/class/yago/WikicatVillagesInDevon"	3899
"http://dbpedia.org/class/yago/WikicatLuftwaffePilots"	3898
"http://dbpedia.org/class/yago/WikicatMaleWaterPoloPlayers"	3898
"http://dbpedia.org/class/yago/WikicatEnglishPopSingers"	3898
"http://dbpedia.org/class/yago/WikicatFrench-languageSingers"	3898
"http://dbpedia.org/class/yago/IndefiniteQuantity113576355"	3896
"http://dbpedia.org/class/yago/WikicatMajorLeagueBaseballPlayersFromTheDominicanRepublic"	3896
"http://dbpedia.org/class/yago/WikicatOlympicSilverMedalistsForGreatBritain"	3895
"http://dbpedia.org/class/yago/PoliticalSystem108367880"	3892
"http://dbpedia.org/class/yago/WikicatCitiesAndTownsInWarmian-MasurianVoivodeship"	3892
"http://dbpedia.org/class/yago/Safety108643933"	3891
"http://www.wikidata.org/entity/Q28389"	3891
"http://dbpedia.org/class/yago/Wikicat1989Singles"	3891
"http://dbpedia.org/ontology/ScreenWriter"	3891
"http://dbpedia.org/class/yago/WikicatSocialists"	3890
"http://dbpedia.org/class/yago/WikicatCommunesOfTarn(department)"	3890
"http://dbpedia.org/class/yago/WikicatDoncasterRoversF.C.Players"	3890
"http://dbpedia.org/class/yago/WikicatSacredMusicComposers"	3889
"http://dbpedia.org/class/yago/WikicatPeopleFromRiga"	3889
"http://dbpedia.org/class/yago/WikicatRussianAthletes"	3887
"http://dbpedia.org/class/yago/WikicatPrehistoricMammals"	3887
"http://dbpedia.org/class/yago/WikicatFrenchPeopleOfAlgerianDescent"	3887
"http://dbpedia.org/class/yago/WikicatFluminenseFootballClubPlayers"	3885
"http://dbpedia.org/class/yago/WikicatCommunesOfAveyron"	3884
"http://dbpedia.org/class/yago/WikicatChampCarDrivers"	3884
"http://dbpedia.org/class/yago/WikicatAmericanHipHopRecordProducers"	3883
"http://www.wikidata.org/entity/Q24354"	3883
"http://dbpedia.org/class/yago/WikicatAmericanPeopleOfJapaneseDescent"	3882
"http://dbpedia.org/class/yago/Wikicat1950sComedyFilms"	3881
"http://dbpedia.org/class/yago/WikicatPeaceTreaties"	3878
"http://dbpedia.org/class/yago/WikicatStanfordLawSchoolAlumni"	3878
"http://dbpedia.org/class/yago/WikicatOldhamAthleticA.F.C.Players"	3877
"http://dbpedia.org/class/yago/WikicatAmericanDancers"	3876
"http://dbpedia.org/class/yago/WikicatCommunesOfSavoie"	3876
"http://dbpedia.org/class/yago/Wikicat1920sComedyFilms"	3875
"http://dbpedia.org/class/yago/SpiralGalaxy108271457"	3873
"http://dbpedia.org/class/yago/Galaxy108271042"	3873
"http://dbpedia.org/class/yago/Wikicat16th-centurySpanishPeople"	3872
"http://dbpedia.org/class/yago/WikicatAfrican-AmericanBaseballPlayers"	3872
"http://dbpedia.org/class/yago/WikicatSciencesPoAlumni"	3872
"http://dbpedia.org/class/yago/WikicatSeattleMarinersPlayers"	3871
"http://dbpedia.org/class/yago/FirstLady110092880"	3871
"http://dbpedia.org/class/yago/WikicatAmericanDirectors"	3870
"http://dbpedia.org/class/yago/WikicatNationalStadiums"	3870
"http://dbpedia.org/class/yago/WikicatPsychologists"	3869
"http://dbpedia.org/class/yago/WikicatShooterVideoGames"	3869
"http://dbpedia.org/class/yago/WikicatCommunesOfRhône(department)"	3868
"http://dbpedia.org/class/yago/WikicatRochesterAmericansPlayers"	3866
"http://dbpedia.org/class/yago/WikicatPeopleFromStuttgart"	3864
"http://www.wikidata.org/entity/Q35666"	3863
"http://dbpedia.org/class/yago/WikicatRPMTopSinglesNumber-oneSingles"	3863
"http://dbpedia.org/class/yago/Wikicat1971Albums"	3863
"http://dbpedia.org/class/yago/WikicatPopulatedPlacesInGuatemala"	3863
"http://dbpedia.org/class/yago/WikicatCollegeMen'sBasketballHeadCoachesInTheUnitedStates"	3861
"http://dbpedia.org/class/yago/WikicatPopulatedPlacesInSouthCarolina"	3858
"http://dbpedia.org/class/yago/WikicatPeopleAssociatedWithElectricity"	3857
"http://dbpedia.org/class/yago/WikicatCommunesOfVendée"	3857
"http://dbpedia.org/class/yago/WikicatNewYorkKnicksPlayers"	3856
"http://dbpedia.org/class/yago/Wikicat19th-centuryEnglishPeople"	3855
"http://dbpedia.org/class/yago/WikicatBotafogoDeFutebolERegatasPlayers"	3852
"http://dbpedia.org/ontology/Brain"	3852
"http://dbpedia.org/class/yago/Wikicat1950Films"	3851
"http://dbpedia.org/class/yago/Wikicat1951Films"	3850
"http://dbpedia.org/class/yago/WikicatFrenchArtists"	3849
"http://dbpedia.org/class/yago/Wikicat1958FIFAWorldCupPlayers"	3849
"http://dbpedia.org/class/yago/Wikicat18th-centuryFrenchPeople"	3847
"http://dbpedia.org/class/yago/Wikicat1970Albums"	3845
"http://dbpedia.org/class/yago/WikicatCanadianIceHockeyGoaltenders"	3845
"http://dbpedia.org/class/yago/Wikicat1990sActionFilms"	3844
"http://dbpedia.org/class/yago/WikicatFrenchBotanists"	3844
"http://dbpedia.org/class/yago/WikicatNUTS3StatisticalRegionsOfTheEuropeanUnion"	3844
"http://dbpedia.org/class/yago/Deserter110006842"	3843
"http://dbpedia.org/class/yago/Drive100307631"	3843
"http://dbpedia.org/class/yago/WikicatPeopleFromLeipzig"	3842
"http://dbpedia.org/class/yago/GramineousPlant112101870"	3841
"http://dbpedia.org/class/yago/WikicatHeavyMetalSingers"	3841
"http://dbpedia.org/class/yago/WikicatVeikkausliigaPlayers"	3841
"http://dbpedia.org/class/yago/Grass112102133"	3841
"http://dbpedia.org/class/yago/Forecaster110102506"	3841
"http://dbpedia.org/class/yago/WikicatRKOPicturesFilms"	3841
"http://dbpedia.org/class/yago/Penetration100975452"	3840
